candidate,sentiment,sentiment_confidence,subject_matter,retweet_count,text
Donald Trump,Negative,0.3678,FOX News or Moderators,72,"RT @larryelder: Trump should have said, ""Megyn, ask these nine candidates, if they plan to support ME when I win the nomination.""
#GOPDebat…"
Chris Christie,Negative,0.6739,Foreign Policy,48,RT @RWSurferGirl: Tonight we learned that @GovChristie thinks he can remove our civil rights to fight terrorism. #GOPDebate  #GOPDebates
No candidate mentioned,Positive,1,Foreign Policy,0,1 bright light in last evening #GOPDebates. Hope @CarlyFiorina will soften position on #IranDeal. Optimism instead. https://t.co/3Wz2hAAgk8
No candidate mentioned,Negative,0.3636,None of the above,1,RT @CamelotGypsy: @maddow So while everyone was watching #GOPDebates &amp; #DebateWithBernie -- @SenSchumer does a Fri night news dump on a Thu…
Donald Trump,Negative,0.6966,Foreign Policy,8,"RT @SupermanHotMale: You liar, Trump, You came out against the war in Iraq because your other businesses went belly up #GopDebates"
No candidate mentioned,Positive,0.6444,None of the above,12,RT @fieldnegro: The happiest person in America today after watching those debates is HRC. #GOPDebates.
Ted Cruz,Positive,0.6742,None of the above,67,"#TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates"
No candidate mentioned,Negative,1,FOX News or Moderators,157,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates"
No candidate mentioned,Negative,0.3526,Jobs and Economy,2,RT @diegueno: what working people missed in the #GOPdebates last night http://t.co/v0KyvZoPRu
No candidate mentioned,Negative,0.3605,None of the above,25,RT @Jerry_Holbert: Refreshing. #GOPDebates http://t.co/45eM0dXrzs http://t.co/O5W4sC7uF7
No candidate mentioned,Negative,0.6477,FOX News or Moderators,132,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸
No candidate mentioned,Negative,1,FOX News or Moderators,26,RT @Desdemona4U: It was unfathomable that @megynkelly would ask Wasserman-Schultz to do a postmortem on the #GOPDebates. #SURREAL https://t…
No candidate mentioned,Negative,0.6966,None of the above,2,what working people missed in the #GOPdebates last night http://t.co/v0KyvZoPRu
Chris Christie,Negative,1,Foreign Policy,48,RT @RWSurferGirl: Tonight we learned that @GovChristie thinks he can remove our civil rights to fight terrorism. #GOPDebate  #GOPDebates
Chris Christie,Negative,0.6554,Foreign Policy,48,RT @RWSurferGirl: Tonight we learned that @GovChristie thinks he can remove our civil rights to fight terrorism. #GOPDebate  #GOPDebates
No candidate mentioned,Negative,1,FOX News or Moderators,116,RT @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? #GOPDebate  #GOPDebates
No candidate mentioned,Negative,0.3333,FOX News or Moderators,142,RT @RWSurferGirl: We the American people pick the next President of United States not FOX News 🇺🇸 #GOPDebate  #GOPDebates
Donald Trump,Negative,0.6522,Foreign Policy,8,"RT @SupermanHotMale: You liar, Trump, You came out against the war in Iraq because your other businesses went belly up #GopDebates"
Ben Carson,Positive,0.6274,None of the above,0,"Carson, Rubio, Fiorina, &amp; Cruz won the night. #GOPDebates"
No candidate mentioned,Negative,1,FOX News or Moderators,132,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸
No candidate mentioned,Negative,1,FOX News or Moderators,157,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates"
No candidate mentioned,Negative,1,None of the above,1,"So now we know who uncle Rupert does NOT want to be the republican nominee. Mr Bad Hair, that would be you. #GOPDebates"
Ted Cruz,Positive,1,None of the above,0,"My order: Cruz, Rubio, Carson, Walker, and I think Rand did okay. #GOPDebate #GOPDebates Trump hurt himself. Jeb didn't do much."
No candidate mentioned,Negative,0.6383,FOX News or Moderators,116,RT @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? #GOPDebate  #GOPDebates
Chris Christie,Negative,1,None of the above,48,RT @RWSurferGirl: Tonight we learned that @GovChristie thinks he can remove our civil rights to fight terrorism. #GOPDebate  #GOPDebates
Chris Christie,Negative,1,None of the above,48,RT @RWSurferGirl: Tonight we learned that @GovChristie thinks he can remove our civil rights to fight terrorism. #GOPDebate  #GOPDebates
No candidate mentioned,Positive,0.6492,None of the above,66,RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.
No candidate mentioned,Negative,1,FOX News or Moderators,132,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸
No candidate mentioned,Positive,1,None of the above,66,RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.
Donald Trump,Negative,0.6316,None of the above,19,RT @BettyFckinWhite: So Donald Trump is Biff from Back to the Future 2? #GOPDebates #womensrights  #combover http://t.co/IS9GYB7P31
John Kasich,Positive,1,None of the above,0,not a republican ( #ClownCarCrew ) but #JohnKasich held his own last night probably the best candidate on stage for the #GOPDebates @AP @CNN
Jeb Bush,Negative,1,None of the above,172,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates
Chris Christie,Negative,1,None of the above,48,RT @RWSurferGirl: Tonight we learned that @GovChristie thinks he can remove our civil rights to fight terrorism. #GOPDebate  #GOPDebates
Chris Christie,Negative,1,Foreign Policy,48,RT @RWSurferGirl: Tonight we learned that @GovChristie thinks he can remove our civil rights to fight terrorism. #GOPDebate  #GOPDebates
No candidate mentioned,Negative,1,FOX News or Moderators,9,"RT @SupermanHotMale: This is why I don't watch Fox News, they're all assholes #GopDebates"
Chris Christie,Negative,0.3485,,48,RT @RWSurferGirl: Tonight we learned that @GovChristie thinks he can remove our civil rights to fight terrorism. #GOPDebate  #GOPDebates
No candidate mentioned,Negative,1,FOX News or Moderators,142,RT @RWSurferGirl: We the American people pick the next President of United States not FOX News 🇺🇸 #GOPDebate  #GOPDebates
No candidate mentioned,Negative,0.6705,Religion,13,"RT @Just_JDreaming: Fox to Presidential Candidates: So lets all talk about God for a second.
 
Founding Fathers:
Jesus: 
#GOPDebates http:/…"
No candidate mentioned,Negative,1,FOX News or Moderators,116,RT @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? #GOPDebate  #GOPDebates
No candidate mentioned,Negative,1,Women's Issues (not abortion though),36,"RT @monaeltahawy: Oh boy: ""social issues"" = GOP code for who can control women's bodies &amp; sexuality the most. Hold on tight, TwitterLand  #…"
Ted Cruz,Positive,1,None of the above,65,"RT @Lrihendry: #TedCruz headed into the Presidential Debates. GO TED!! 

#GOPDebates http://t.co/8S67pz8a4A"
No candidate mentioned,Negative,1,FOX News or Moderators,116,RT @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? #GOPDebate  #GOPDebates
No candidate mentioned,Negative,0.3483,FOX News or Moderators,0,@FoxNews fumbles the #GOPDebates #FOXNEWSDEBATE #FoxNewsFumbles
Chris Christie,Negative,1,Foreign Policy,48,RT @RWSurferGirl: Tonight we learned that @GovChristie thinks he can remove our civil rights to fight terrorism. #GOPDebate  #GOPDebates
No candidate mentioned,Negative,1,FOX News or Moderators,116,RT @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? #GOPDebate  #GOPDebates
Chris Christie,Negative,1,Foreign Policy,48,RT @RWSurferGirl: Tonight we learned that @GovChristie thinks he can remove our civil rights to fight terrorism. #GOPDebate  #GOPDebates
No candidate mentioned,Negative,0.6867,FOX News or Moderators,116,RT @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? #GOPDebate  #GOPDebates
No candidate mentioned,Negative,0.6382,None of the above,0,Tech giants turn to fed agents baaaack to back. Losin pieces of your privacy baaaaack to back. #GOPdebates #MeekvsDrake
No candidate mentioned,Negative,1,Foreign Policy,57,RT @PamelaGeller: Jim Gilmore is clueless on #ISIS. It's not a state? They already rule an area larger than the United Kingdom.  #GOPdebates
No candidate mentioned,Negative,1,None of the above,0,The #GOP fuck-ups goin' baaaack to back. Keep the wars goin' baaaaack to back. #GOPDebates #MeekvsDrake
Donald Trump,Negative,0.6566,FOX News or Moderators,72,"RT @larryelder: Trump should have said, ""Megyn, ask these nine candidates, if they plan to support ME when I win the nomination.""
#GOPDebat…"
Ben Carson,Positive,0.6792,None of the above,10,"RT @kwrcrow: Dr. Carson remark on DC having half a brain, best line #GOPDebates."
Donald Trump,Positive,0.3518,FOX News or Moderators,72,"RT @larryelder: Trump should have said, ""Megyn, ask these nine candidates, if they plan to support ME when I win the nomination.""
#GOPDebat…"
Donald Trump,Negative,0.6535,FOX News or Moderators,72,"RT @larryelder: Trump should have said, ""Megyn, ask these nine candidates, if they plan to support ME when I win the nomination.""
#GOPDebat…"
No candidate mentioned,Negative,1,FOX News or Moderators,116,RT @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? #GOPDebate  #GOPDebates
Donald Trump,Negative,0.6628,None of the above,72,"RT @larryelder: Trump should have said, ""Megyn, ask these nine candidates, if they plan to support ME when I win the nomination.""
#GOPDebat…"
Donald Trump,Positive,0.649,FOX News or Moderators,72,"RT @larryelder: Trump should have said, ""Megyn, ask these nine candidates, if they plan to support ME when I win the nomination.""
#GOPDebat…"
Donald Trump,Negative,0.6556,None of the above,72,"RT @larryelder: Trump should have said, ""Megyn, ask these nine candidates, if they plan to support ME when I win the nomination.""
#GOPDebat…"
Donald Trump,Negative,0.3726,None of the above,0,"@MEGANKELLY

Trump should have said, ""Megyn, ask these nine candidates, if they plan to support ME when I win the nomination.""
#GOPDebates"
No candidate mentioned,Negative,0.662,None of the above,0,@RepublicanSwine Too busy enjoying my life to catch #GOPDebates. Which one of these draft-dodging pricks called themselves the best patriot?
Donald Trump,Positive,0.6897,FOX News or Moderators,72,"RT @larryelder: Trump should have said, ""Megyn, ask these nine candidates, if they plan to support ME when I win the nomination.""
#GOPDebat…"
No candidate mentioned,Negative,0.6552,FOX News or Moderators,116,RT @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? #GOPDebate  #GOPDebates
Donald Trump,Positive,0.3656,FOX News or Moderators,71,RT @RWSurferGirl: These debates will raise @realDonaldTrump 's ratings because Fox News is afraid of Trump and it shows. #GOPDebate #GOPDeb…
Donald Trump,Negative,1,FOX News or Moderators,72,"RT @larryelder: Trump should have said, ""Megyn, ask these nine candidates, if they plan to support ME when I win the nomination.""
#GOPDebat…"
Donald Trump,Positive,0.6705,FOX News or Moderators,66,RT @RWSurferGirl: FOX News won't admit who the Republican leader is right now I mean @realDonaldTrump only has a double-digit lead 🇺🇸 #GOPD…
Chris Christie,Negative,1,Foreign Policy,48,RT @RWSurferGirl: Tonight we learned that @GovChristie thinks he can remove our civil rights to fight terrorism. #GOPDebate  #GOPDebates
Chris Christie,Negative,1,None of the above,48,RT @RWSurferGirl: Tonight we learned that @GovChristie thinks he can remove our civil rights to fight terrorism. #GOPDebate  #GOPDebates
No candidate mentioned,Negative,1,FOX News or Moderators,157,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates"
Chris Christie,Negative,1,Foreign Policy,48,RT @RWSurferGirl: Tonight we learned that @GovChristie thinks he can remove our civil rights to fight terrorism. #GOPDebate  #GOPDebates
Chris Christie,Negative,1,None of the above,48,RT @RWSurferGirl: Tonight we learned that @GovChristie thinks he can remove our civil rights to fight terrorism. #GOPDebate  #GOPDebates
Chris Christie,Negative,1,None of the above,48,RT @RWSurferGirl: Tonight we learned that @GovChristie thinks he can remove our civil rights to fight terrorism. #GOPDebate  #GOPDebates
Chris Christie,Negative,1,Foreign Policy,48,RT @RWSurferGirl: Tonight we learned that @GovChristie thinks he can remove our civil rights to fight terrorism. #GOPDebate  #GOPDebates
Chris Christie,Negative,1,Foreign Policy,48,RT @RWSurferGirl: Tonight we learned that @GovChristie thinks he can remove our civil rights to fight terrorism. #GOPDebate  #GOPDebates
Donald Trump,Positive,1,None of the above,2,"What ever you think of @realDonaldTrump, He’s resilient as hell and a straight shooter

 http://t.co/eiWb8vWmel

#GOPDebate #GOPDebates"
No candidate mentioned,Positive,1,None of the above,19,RT @BethBehrs: Classy. #GOPDebates  https://t.co/pZpyl1rdU6
No candidate mentioned,Positive,0.6614,None of the above,0,"Retweeted Donnie Wahlberg (@DonnieWahlberg):

Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next."
No candidate mentioned,Positive,1,None of the above,66,RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.
Chris Christie,Negative,1,Foreign Policy,48,RT @RWSurferGirl: Tonight we learned that @GovChristie thinks he can remove our civil rights to fight terrorism. #GOPDebate  #GOPDebates
No candidate mentioned,Negative,1,FOX News or Moderators,1,"""@RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? #GOPDebate  #GOPDebates"" woe wait a minute what"
